id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,gene,pval.fdr,log.pval.fdr,chr,snp_pos_gmean,OR,CI_lower,CI_upper
17350_13_CHMP2B,ieu-b-18,multiple sclerosis || id:ieu-b-18,17350_13_CHMP2B,Inverse variance weighted,3,0.032739993,0.079867387,0.681857714,CHMP2B,0.993478776,0.002841407,3,87378770.6,1.033281844,0.883556458,1.208379338
17377_1_AKR1C3,ieu-b-18,multiple sclerosis || id:ieu-b-18,17377_1_AKR1C3,Inverse variance weighted,9,-0.04313284,0.101238229,0.670069305,AKR1C3,0.991777786,0.003585623,10,5095514.446,0.957784149,0.78540186,1.168001406
17383_4_STARD5,ieu-b-18,multiple sclerosis || id:ieu-b-18,17383_4_STARD5,Inverse variance weighted,4,0.000279883,0.050226261,0.995553862,STARD5,0.998431193,0.000681859,15,81381172.63,1.000279922,0.906500599,1.103760906
17384_110_PFKM,ieu-b-18,multiple sclerosis || id:ieu-b-18,17384_110_PFKM,Inverse variance weighted,3,-0.303510485,0.163580762,0.063536738,PFKM,0.652129767,0.185665976,12,48227677.85,0.738222149,0.535727963,1.017254985
17391_10_RBM17,ieu-b-18,multiple sclerosis || id:ieu-b-18,17391_10_RBM17,Inverse variance weighted,4,0.017468275,0.106877848,0.870170832,RBM17,0.998431193,0.000681859,10,5991156.291,1.017621738,0.825296712,1.254765693
17398_55_HMOX1,ieu-b-18,multiple sclerosis || id:ieu-b-18,17398_55_HMOX1,Inverse variance weighted,3,-0.184517923,0.180771312,0.307384417,HMOX1,0.902817555,0.044400005,22,35290553.99,0.831505036,0.583430644,1.185060525
17447_52_SFRP4,ieu-b-18,multiple sclerosis || id:ieu-b-18,17447_52_SFRP4,Inverse variance weighted,2,0.104842652,0.074933794,0.161771874,SFRP4,0.770087598,0.113459871,7,37948403.94,1.110535856,0.95884333,1.286226694
17456_53_GOLM1,ieu-b-18,multiple sclerosis || id:ieu-b-18,17456_53_GOLM1,Inverse variance weighted,4,0.020038102,0.130718088,0.87816762,GOLM1,0.998431193,0.000681859,9,86158764.25,1.020240212,0.789646936,1.318171506
17460_51_MX1,ieu-b-18,multiple sclerosis || id:ieu-b-18,17460_51_MX1,Inverse variance weighted,6,-0.030706285,0.070127452,0.661484897,MX1,0.987086271,0.005644889,21,41479398.01,0.969760365,0.845221893,1.112648848
17490_4_SH3BGRL3,ieu-b-18,multiple sclerosis || id:ieu-b-18,17490_4_SH3BGRL3,Inverse variance weighted,4,-0.011944833,0.068374693,0.861317958,SH3BGRL3,0.998431193,0.000681859,1,26346689.68,0.988126223,0.864192935,1.129832695
17513_11_ANXA11,ieu-b-18,multiple sclerosis || id:ieu-b-18,17513_11_ANXA11,Inverse variance weighted,4,0.097483275,0.098293591,0.321316486,ANXA11,0.902817555,0.044400005,10,80363143.3,1.102393004,0.909216387,1.336612882
17680_12_EPHB1,ieu-b-18,multiple sclerosis || id:ieu-b-18,17680_12_EPHB1,Inverse variance weighted,5,-0.022394852,0.045853581,0.625267106,EPHB1,0.977196122,0.010018265,3,135018994.9,0.977854051,0.893804801,1.069806902
17682_1_CD46,ieu-b-18,multiple sclerosis || id:ieu-b-18,17682_1_CD46,Inverse variance weighted,5,-0.033340412,0.093839282,0.722370319,CD46,0.993478776,0.002841407,1,207799414.4,0.967209253,0.804716365,1.162513626
17691_1_TPP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,17691_1_TPP1,Inverse variance weighted,3,0.037575608,0.173527279,0.8285668,TPP1,0.998431193,0.000681859,11,6582308.777,1.038290497,0.738940512,1.458909262
17692_2_BTN3A3,ieu-b-18,multiple sclerosis || id:ieu-b-18,17692_2_BTN3A3,Inverse variance weighted,5,-0.050720642,0.03761689,0.177546625,BTN3A3,0.786668124,0.104208447,6,26418776.85,0.950544176,0.882982633,1.0232752
17694_32_PSME2,ieu-b-18,multiple sclerosis || id:ieu-b-18,17694_32_PSME2,Inverse variance weighted,3,0.368757563,0.22346669,0.098908597,PSME2,0.729061051,0.137236103,14,24021093.86,1.445937012,0.933105367,2.240619243
17702_53_UGT1A1,ieu-b-18,multiple sclerosis || id:ieu-b-18,17702_53_UGT1A1,Inverse variance weighted,2,-0.047126521,0.075202457,0.530880833,UGT1A1,0.977196122,0.010018265,2,233617689.2,0.953966694,0.823226967,1.105469681
17722_5_FKBP4,ieu-b-18,multiple sclerosis || id:ieu-b-18,17722_5_FKBP4,Inverse variance weighted,2,0.482422781,0.239451019,0.043935737,FKBP4,0.588534517,0.230228061,12,2791848.957,1.619994543,1.013184948,2.590230268
17737_7_IVD,ieu-b-18,multiple sclerosis || id:ieu-b-18,17737_7_IVD,Inverse variance weighted,2,0.153481598,0.205806247,0.455813782,IVD,0.964143158,0.015858476,15,40486184.71,1.165886332,0.778879722,1.745187224
17738_7_CRNN,ieu-b-18,multiple sclerosis || id:ieu-b-18,17738_7_CRNN,Inverse variance weighted,3,0.205860557,0.120239341,0.086880109,CRNN,0.729061051,0.137236103,1,152199889.6,1.228581875,0.970631342,1.555084159
17746_77_FIS1,ieu-b-18,multiple sclerosis || id:ieu-b-18,17746_77_FIS1,Inverse variance weighted,4,0.191490725,0.103507129,0.064310017,FIS1,0.652129767,0.185665976,7,101240174.4,1.211053601,0.988681297,1.483441458
17748_21_TP53I3,ieu-b-18,multiple sclerosis || id:ieu-b-18,17748_21_TP53I3,Inverse variance weighted,6,-0.015493697,0.049200137,0.752828722,TP53I3,0.993478776,0.002841407,2,23983919.52,0.984625712,0.894110449,1.084304288
17751_68_CRYBB1,ieu-b-18,multiple sclerosis || id:ieu-b-18,17751_68_CRYBB1,Inverse variance weighted,4,0.031571547,0.082240473,0.701057712,CRYBB1,0.993478776,0.002841407,22,26523794.78,1.032075215,0.878429364,1.212595221
17755_5_UGDH,ieu-b-18,multiple sclerosis || id:ieu-b-18,17755_5_UGDH,Inverse variance weighted,5,0.085553844,0.052536985,0.103429539,UGDH,0.729061051,0.137236103,4,39479595.3,1.089320213,0.982732181,1.207468881
17756_69_DCTD,ieu-b-18,multiple sclerosis || id:ieu-b-18,17756_69_DCTD,Inverse variance weighted,2,0.006893843,0.181384163,0.969682209,DCTD,0.998431193,0.000681859,4,182924302,1.00691766,0.705661855,1.43678331
17764_108_RHOC,ieu-b-18,multiple sclerosis || id:ieu-b-18,17764_108_RHOC,Inverse variance weighted,2,0.030099617,0.337388685,0.928912257,RHOC,0.998431193,0.000681859,1,112617418.1,1.03055719,0.53196254,1.996471634
17766_5_NCF1,ieu-b-18,multiple sclerosis || id:ieu-b-18,17766_5_NCF1,Inverse variance weighted,2,0.904641375,0.284680568,0.001484268,NCF1,0.081422706,1.089254471,7,74700784.28,2.471045585,1.414346322,4.317235593
17777_31_SDSL,ieu-b-18,multiple sclerosis || id:ieu-b-18,17777_31_SDSL,Inverse variance weighted,3,-0.0638293,0.133375518,0.632245745,SDSL,0.977196122,0.010018265,12,113453287.3,0.93816513,0.722350128,1.218458719
17782_23_ACAA1,ieu-b-18,multiple sclerosis || id:ieu-b-18,17782_23_ACAA1,Inverse variance weighted,6,0.002134471,0.111730788,0.984758384,ACAA1,0.998431193,0.000681859,3,38202305.46,1.002136751,0.805044379,1.247481621
17783_9_MMAB,ieu-b-18,multiple sclerosis || id:ieu-b-18,17783_9_MMAB,Inverse variance weighted,5,-0.005977279,0.035589254,0.866621207,MMAB,0.998431193,0.000681859,12,109460551.8,0.994040549,0.927064425,1.06585539
17786_5_GGPS1,ieu-b-18,multiple sclerosis || id:ieu-b-18,17786_5_GGPS1,Inverse variance weighted,2,0.101501741,0.173645877,0.558861787,GGPS1,0.977196122,0.010018265,1,235350386.5,1.106831845,0.787537588,1.555578745
17791_25_HPCAL1,ieu-b-18,multiple sclerosis || id:ieu-b-18,17791_25_HPCAL1,Inverse variance weighted,3,-0.060138818,0.265143742,0.820566895,HPCAL1,0.998431193,0.000681859,2,10342383.69,0.941633809,0.559998848,1.583350096
17794_6_PMM2,ieu-b-18,multiple sclerosis || id:ieu-b-18,17794_6_PMM2,Inverse variance weighted,5,0.062241536,0.096923012,0.52075956,PMM2,0.977196122,0.010018265,16,8777938.676,1.064219361,0.880093112,1.286867073
17799_9_PGLS,ieu-b-18,multiple sclerosis || id:ieu-b-18,17799_9_PGLS,Inverse variance weighted,2,0.158446808,0.182736915,0.385900326,PGLS,0.94043714,0.026670228,19,17406945.9,1.171689598,0.81896204,1.676337176
17802_4_NANS,ieu-b-18,multiple sclerosis || id:ieu-b-18,17802_4_NANS,Inverse variance weighted,2,0.15079749,0.155514963,0.332213268,NANS,0.911213534,0.040379839,9,98098044.29,1.162761163,0.857261873,1.577130123
17813_21_BPHL,ieu-b-18,multiple sclerosis || id:ieu-b-18,17813_21_BPHL,Inverse variance weighted,4,0.183241922,0.152867626,0.230645894,BPHL,0.86119953,0.064896216,6,3128725.14,1.201104947,0.890138131,1.620706994
17819_30_FAHD1,ieu-b-18,multiple sclerosis || id:ieu-b-18,17819_30_FAHD1,Inverse variance weighted,2,-0.009415728,0.097442504,0.923021381,FAHD1,0.998431193,0.000681859,16,1789717.428,0.990628461,0.818400842,1.199100365
17832_12_IDI2,ieu-b-18,multiple sclerosis || id:ieu-b-18,17832_12_IDI2,Inverse variance weighted,2,-0.070671285,0.120590985,0.557847832,IDI2,0.977196122,0.010018265,10,1041676.797,0.931768128,0.735628815,1.180203694
17836_17_S100A16,ieu-b-18,multiple sclerosis || id:ieu-b-18,17836_17_S100A16,Inverse variance weighted,3,0.090216755,0.090329932,0.317917233,S100A16,0.902817555,0.044400005,1,153506072.2,1.094411477,0.916833024,1.306384532
17856_23_NT5M,ieu-b-18,multiple sclerosis || id:ieu-b-18,17856_23_NT5M,Inverse variance weighted,2,0.235895516,0.135249746,0.081133361,NT5M,0.698584534,0.155781033,17,17419562.47,1.266042022,0.971228041,1.650346092
18173_11_AKR7A3,ieu-b-18,multiple sclerosis || id:ieu-b-18,18173_11_AKR7A3,Inverse variance weighted,13,-0.03675094,0.077145852,0.633801845,AKR7A3,0.977196122,0.010018265,1,19298176.17,0.963916178,0.828650496,1.121262105
18206_18_ADH6,ieu-b-18,multiple sclerosis || id:ieu-b-18,18206_18_ADH6,Inverse variance weighted,3,0.151463687,0.107070126,0.157179543,ADH6,0.770087598,0.113459871,4,99225464.94,1.163536049,0.943278449,1.435224286
18214_2_GCLM,ieu-b-18,multiple sclerosis || id:ieu-b-18,18214_2_GCLM,Inverse variance weighted,2,0.060502822,0.362276859,0.867364431,GCLM,0.998431193,0.000681859,1,93965690.93,1.062370596,0.522275621,2.160987873
18215_5_THG1L,ieu-b-18,multiple sclerosis || id:ieu-b-18,18215_5_THG1L,Inverse variance weighted,4,-0.039916762,0.043735647,0.36140952,THG1L,0.91472166,0.038711037,5,157788296.5,0.960869416,0.881933493,1.046870363
18216_22_IL11RA,ieu-b-18,multiple sclerosis || id:ieu-b-18,18216_22_IL11RA,Inverse variance weighted,5,-0.142585809,0.093091041,0.125601091,IL11RA,0.769556868,0.113759282,9,34683802.21,0.867113145,0.722495383,1.040678215
18218_48_CNRIP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,18218_48_CNRIP1,Inverse variance weighted,13,0.095975384,0.051921389,0.064533675,CNRIP1,0.652129767,0.185665976,2,68211904.78,1.100731968,0.994226194,1.218647097
18222_34_SH3GLB2,ieu-b-18,multiple sclerosis || id:ieu-b-18,18222_34_SH3GLB2,Inverse variance weighted,6,0.011856052,0.046657056,0.799410133,SH3GLB2,0.994202846,0.002524998,9,128989580.1,1.011926613,0.923493259,1.108828311
18225_13_HEBP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,18225_13_HEBP1,Inverse variance weighted,10,0.023367849,0.02945178,0.42752885,HEBP1,0.95789563,0.018681808,12,13041160.98,1.023643016,0.966225883,1.084472113
18241_18_CPOX,ieu-b-18,multiple sclerosis || id:ieu-b-18,18241_18_CPOX,Inverse variance weighted,4,0.000867487,0.117060718,0.994087274,CPOX,0.998431193,0.000681859,3,98571323.23,1.000867863,0.795669388,1.258985823
18280_29_DTD2,ieu-b-18,multiple sclerosis || id:ieu-b-18,18280_29_DTD2,Inverse variance weighted,2,0.054496066,0.130517769,0.676285286,DTD2,0.993478776,0.002841407,14,31380752.33,1.056008322,0.817651754,1.363849059
18289_16_CCL15,ieu-b-18,multiple sclerosis || id:ieu-b-18,18289_16_CCL15,Inverse variance weighted,8,0.014271553,0.034023857,0.674881999,CCL15,0.992929837,0.003081439,17,35999372.88,1.014373878,0.948934781,1.084325693
18295_102_GRHPR,ieu-b-18,multiple sclerosis || id:ieu-b-18,18295_102_GRHPR,Inverse variance weighted,2,-0.008090429,0.065811478,0.902159834,GRHPR,0.998431193,0.000681859,9,37418388.5,0.99194221,0.871899664,1.128512132
18310_26_SEPW1,ieu-b-18,multiple sclerosis || id:ieu-b-18,18310_26_SEPW1,Inverse variance weighted,6,-0.044194724,0.138124719,0.748996795,SEPW1,0.993478776,0.002841407,19,47771096.2,0.956767634,0.729847864,1.254239892
18313_4_ASRGL1,ieu-b-18,multiple sclerosis || id:ieu-b-18,18313_4_ASRGL1,Inverse variance weighted,4,0.083405959,0.077675871,0.282926132,ASRGL1,0.889636358,0.050787476,11,62241869.28,1.086982989,0.933477193,1.265732069
18315_38_RTP4,ieu-b-18,multiple sclerosis || id:ieu-b-18,18315_38_RTP4,Inverse variance weighted,5,0.059632268,0.053565367,0.265596078,RTP4,0.886168581,0.052483652,3,187292705.1,1.061446147,0.95565735,1.17894549
18330_7_PGM2,ieu-b-18,multiple sclerosis || id:ieu-b-18,18330_7_PGM2,Inverse variance weighted,3,-0.018250953,0.089864092,0.839060733,PGM2,0.998431193,0.000681859,4,37954127.06,0.981914587,0.823341208,1.171028787
18340_2_PSMB4,ieu-b-18,multiple sclerosis || id:ieu-b-18,18340_2_PSMB4,Inverse variance weighted,6,0.063520227,0.043788392,0.146886277,PSMB4,0.770087598,0.113459871,1,151528509.1,1.065581039,0.977941897,1.161074041
18342_2_PSAT1,ieu-b-18,multiple sclerosis || id:ieu-b-18,18342_2_PSAT1,Inverse variance weighted,2,0.211652245,0.151112359,0.161325257,PSAT1,0.770087598,0.113459871,9,78226281.19,1.235718084,0.918945944,1.661685535
18343_10_DECR2,ieu-b-18,multiple sclerosis || id:ieu-b-18,18343_10_DECR2,Inverse variance weighted,13,-0.007275672,0.039544786,0.854024743,DECR2,0.998431193,0.000681859,16,444403.1677,0.992750732,0.918711208,1.072757148
18381_16_ALDH2,ieu-b-18,multiple sclerosis || id:ieu-b-18,18381_16_ALDH2,Inverse variance weighted,2,0.548821468,0.205163592,0.007471963,ALDH2,0.226518444,0.64489643,12,111348662.2,1.731211526,1.158007467,2.588146824
18397_5_AKR1C4,ieu-b-18,multiple sclerosis || id:ieu-b-18,18397_5_AKR1C4,Inverse variance weighted,16,0.028745117,0.034547644,0.405384814,AKR1C4,0.940720759,0.026539272,10,5180350.105,1.029162245,0.96178123,1.101263876
18401_18_ALKBH3,ieu-b-18,multiple sclerosis || id:ieu-b-18,18401_18_ALKBH3,Inverse variance weighted,6,-0.051380074,0.068482214,0.453092781,ALKBH3,0.964143158,0.015858476,11,43927635.64,0.949917563,0.830601441,1.086373478
18432_32_RALB,ieu-b-18,multiple sclerosis || id:ieu-b-18,18432_32_RALB,Inverse variance weighted,2,0.130372591,0.089127767,0.143532882,RALB,0.769556868,0.113759282,2,120304656.5,1.139252779,0.956649855,1.356710492
18435_40_UBXN2B,ieu-b-18,multiple sclerosis || id:ieu-b-18,18435_40_UBXN2B,Inverse variance weighted,2,0.086657069,0.236673801,0.71425644,UBXN2B,0.993478776,0.002841407,8,58123231.04,1.090522641,0.685762732,1.734185272
18819_21_PPIC,ieu-b-18,multiple sclerosis || id:ieu-b-18,18819_21_PPIC,Inverse variance weighted,8,0.079714529,0.038776455,0.039807037,PPIC,0.549483956,0.260044984,5,123050071.9,1.082977865,1.003719578,1.168494748
18830_1_ITLN1,ieu-b-18,multiple sclerosis || id:ieu-b-18,18830_1_ITLN1,Inverse variance weighted,2,-0.819766228,0.205700956,6.74E-05,ITLN1,0.011094411,1.954895758,1,161030819.2,0.440534627,0.294363435,0.659289621
18831_6_LRIG1,ieu-b-18,multiple sclerosis || id:ieu-b-18,18831_6_LRIG1,Inverse variance weighted,14,0.030809134,0.034437932,0.370986041,LRIG1,0.920337668,0.036052802,3,66450568.74,1.031288647,0.963975681,1.103301976
18832_65_SAA2,ieu-b-18,multiple sclerosis || id:ieu-b-18,18832_65_SAA2,Inverse variance weighted,9,-0.024804691,0.042201516,0.556688182,SAA2,0.977196122,0.010018265,11,18341569.05,0.975500417,0.898058863,1.059619924
18839_24_TG,ieu-b-18,multiple sclerosis || id:ieu-b-18,18839_24_TG,Inverse variance weighted,2,-0.204321112,0.189782328,0.28165557,TG,0.889636358,0.050787476,8,132992113.7,0.815200558,0.561976933,1.182525316
18841_1_SERPINB13,ieu-b-18,multiple sclerosis || id:ieu-b-18,18841_1_SERPINB13,Inverse variance weighted,4,0.06620111,0.162214414,0.683193888,SERPINB13,0.993478776,0.002841407,18,63557961.16,1.06844157,0.777447516,1.468352995
18864_7_PRSS3,ieu-b-18,multiple sclerosis || id:ieu-b-18,18864_7_PRSS3,Inverse variance weighted,6,-0.020759321,0.06048335,0.731430147,PRSS3,0.993478776,0.002841407,9,33707067.07,0.97945467,0.869961182,1.102729031
18871_24_AIF1L,ieu-b-18,multiple sclerosis || id:ieu-b-18,18871_24_AIF1L,Inverse variance weighted,11,0.033046287,0.065060593,0.611501789,AIF1L,0.977196122,0.010018265,9,131115896.3,1.03359838,0.909852777,1.174174151
18875_125_COL2A1,ieu-b-18,multiple sclerosis || id:ieu-b-18,18875_125_COL2A1,Inverse variance weighted,9,0.024161091,0.02890475,0.403218732,COL2A1,0.940720759,0.026539272,12,47918680.08,1.024455335,0.968029983,1.084169656
18878_15_GREM1,ieu-b-18,multiple sclerosis || id:ieu-b-18,18878_15_GREM1,Inverse variance weighted,12,-0.01687723,0.031969413,0.597556209,GREM1,0.977196122,0.010018265,15,32820079.39,0.983264392,0.923543591,1.04684703
18880_81_COL3A1,ieu-b-18,multiple sclerosis || id:ieu-b-18,18880_81_COL3A1,Inverse variance weighted,2,0.008978105,0.343224521,0.979131226,COL3A1,0.998431193,0.000681859,2,189138970.4,1.009018529,0.514920914,1.977232553
18881_7_CD97,ieu-b-18,multiple sclerosis || id:ieu-b-18,18881_7_CD97,Inverse variance weighted,2,-0.197770369,0.348207027,0.570056852,CD97,0.977196122,0.010018265,19,14312955.8,0.820558257,0.414676682,1.62371284
18882_7_CLSTN2,ieu-b-18,multiple sclerosis || id:ieu-b-18,18882_7_CLSTN2,Inverse variance weighted,8,-0.106651771,0.065359641,0.102728371,CLSTN2,0.729061051,0.137236103,3,140133656.8,0.89883862,0.790763245,1.021684899
18884_22_DNAJB4,ieu-b-18,multiple sclerosis || id:ieu-b-18,18884_22_DNAJB4,Inverse variance weighted,4,-0.115594486,0.089802655,0.198022612,DNAJB4,0.817337459,0.087598597,1,77925236.54,0.890836397,0.747061559,1.062281249
18891_98_GBP2,ieu-b-18,multiple sclerosis || id:ieu-b-18,18891_98_GBP2,Inverse variance weighted,2,0.045800458,0.23404506,0.84485221,GBP2,0.998431193,0.000681859,1,89118757.38,1.046865496,0.661710017,1.656204894
18893_26_GPR56,ieu-b-18,multiple sclerosis || id:ieu-b-18,18893_26_GPR56,Inverse variance weighted,2,-0.212988542,0.169244295,0.208222525,GPR56,0.828248534,0.081839324,16,57631258.42,0.808165397,0.580011493,1.12606615
18895_54_GSTM4,ieu-b-18,multiple sclerosis || id:ieu-b-18,18895_54_GSTM4,Inverse variance weighted,13,-0.017439987,0.032477822,0.591280434,GSTM4,0.977196122,0.010018265,1,109748141.3,0.982711209,0.922104688,1.047301172
18896_23_HS6ST3,ieu-b-18,multiple sclerosis || id:ieu-b-18,18896_23_HS6ST3,Inverse variance weighted,3,-0.14458909,0.146768347,0.324549551,HS6ST3,0.902817555,0.044400005,13,96452589.91,0.865377812,0.649043816,1.153818493
18916_25_ITPA,ieu-b-18,multiple sclerosis || id:ieu-b-18,18916_25_ITPA,Inverse variance weighted,12,-0.056691401,0.032437263,0.080511732,ITPA,0.698584534,0.155781033,20,3150668.169,0.944885615,0.886682387,1.006909394
18917_53_AMY2A,ieu-b-18,multiple sclerosis || id:ieu-b-18,18917_53_AMY2A,Inverse variance weighted,5,0.005297973,0.132731491,0.968160922,AMY2A,0.998431193,0.000681859,1,103700036.1,1.005312032,0.775028288,1.304019862
18930_28_SLIT2,ieu-b-18,multiple sclerosis || id:ieu-b-18,18930_28_SLIT2,Inverse variance weighted,3,0.008923808,0.147152,0.951643152,SLIT2,0.998431193,0.000681859,4,19952729.25,1.008963744,0.75616618,1.346275282
19115_13_CMBL,ieu-b-18,multiple sclerosis || id:ieu-b-18,19115_13_CMBL,Inverse variance weighted,3,0.051055286,0.096743857,0.59768208,CMBL,0.977196122,0.010018265,5,10325953.5,1.052381074,0.870608685,1.272105302
19117_3_PPP1R14A,ieu-b-18,multiple sclerosis || id:ieu-b-18,19117_3_PPP1R14A,Inverse variance weighted,2,-0.077641423,0.111257578,0.485269199,PPP1R14A,0.973425835,0.011697132,19,38289833.48,0.925296157,0.744005928,1.150760963
19129_15_MTHFSD,ieu-b-18,multiple sclerosis || id:ieu-b-18,19129_15_MTHFSD,Inverse variance weighted,14,0.056149264,0.043506884,0.196848168,MTHFSD,0.817337459,0.087598597,16,86499572.74,1.057755557,0.971295793,1.151911524
19130_81_SERPINB8,ieu-b-18,multiple sclerosis || id:ieu-b-18,19130_81_SERPINB8,Inverse variance weighted,3,-0.197814901,0.189604728,0.296808669,SERPINB8,0.899798913,0.045854536,18,63936611.72,0.820521717,0.565842126,1.189829914
19135_5_NT5C3L,ieu-b-18,multiple sclerosis || id:ieu-b-18,19135_5_NT5C3L,Inverse variance weighted,10,-0.065948661,0.06734538,0.327451351,NT5C3L,0.902817555,0.044400005,17,41859032.45,0.936178925,0.820414477,1.068278297
19143_38_CYB5R2,ieu-b-18,multiple sclerosis || id:ieu-b-18,19143_38_CYB5R2,Inverse variance weighted,10,0.028932758,0.072896691,0.691440585,CYB5R2,0.993478776,0.002841407,11,7631925.006,1.029355376,0.892307249,1.187452519
19153_53_MPPED2,ieu-b-18,multiple sclerosis || id:ieu-b-18,19153_53_MPPED2,Inverse variance weighted,2,-0.160140394,0.132128075,0.225509001,MPPED2,0.854560423,0.068257224,11,30540325.52,0.852024162,0.657630917,1.103879324
19154_41_SERPINE2,ieu-b-18,multiple sclerosis || id:ieu-b-18,19154_41_SERPINE2,Inverse variance weighted,9,-0.034215108,0.033836121,0.311920386,SERPINE2,0.902817555,0.044400005,2,223958693.7,0.966363609,0.90435445,1.03262457
19161_1_USP15,ieu-b-18,multiple sclerosis || id:ieu-b-18,19161_1_USP15,Inverse variance weighted,2,-0.030434824,0.115235942,0.791696096,USP15,0.993478776,0.002841407,12,62311353.75,0.970023652,0.773911874,1.215830791
